date,timestamp,weekday,minute,minute_group,tmo,open,high,low,close,touch
2021-06-23,2021-06-23 09:00:00-04:00,Wednesday,0,0,14292.75,14272.25,14311.75,14252.25,14305.5,True
2021-06-23,2021-06-23 10:00:00-04:00,Wednesday,0,0,14292.75,14305.25,14315.75,14265.0,14276.5,True
2021-06-23,2021-06-23 11:00:00-04:00,Wednesday,0,0,14292.75,14276.25,14288.75,14250.25,14285.25,True
2021-06-23,2021-06-23 12:00:00-04:00,Wednesday,0,0,14292.75,14285.5,14290.25,14231.75,14260.75,True
2021-06-25,2021-06-25 09:00:00-04:00,Friday,0,0,14373.75,14375.75,14390.5,14329.25,14341.25,True
2021-06-25,2021-06-25 10:00:00-04:00,Friday,0,0,14373.75,14341.25,14372.75,14313.25,14343.25,True
2021-06-25,2021-06-25 11:00:00-04:00,Friday,0,0,14373.75,14343.5,14365.5,14333.25,14355.75,True
2021-06-29,2021-06-29 09:00:00-04:00,Tuesday,0,0,14481.0,14487.0,14529.5,14470.5,14513.75,True
2021-06-29,2021-06-29 10:00:00-04:00,Tuesday,0,0,14481.0,14514.0,14532.5,14477.25,14513.5,True
2021-06-30,2021-06-30 09:00:00-04:00,Wednesday,0,0,14580.5,14556.0,14572.5,14519.75,14535.25,True
2021-06-30,2021-06-30 10:00:00-04:00,Wednesday,0,0,14580.5,14535.25,14571.5,14528.25,14569.25,True
2021-06-30,2021-06-30 11:00:00-04:00,Wednesday,0,0,14580.5,14569.25,14576.75,14537.75,14555.75,True
2021-07-01,2021-07-01 09:00:00-04:00,Thursday,0,0,14559.0,14531.25,14570.0,14515.25,14545.25,True
2021-07-01,2021-07-01 10:00:00-04:00,Thursday,0,0,14559.0,14542.5,14555.25,14508.0,14534.25,True
2021-07-05,2021-07-05 09:00:00-04:00,Monday,0,0,14703.0,14707.0,14714.0,14692.5,14695.5,True
2021-07-05,2021-07-05 10:00:00-04:00,Monday,0,0,14703.0,14695.25,14702.5,14693.0,14701.0,True
2021-07-05,2021-07-05 11:00:00-04:00,Monday,0,0,14703.0,14700.75,14701.75,14692.5,14694.0,True
2021-07-05,2021-07-05 12:00:00-04:00,Monday,0,0,14703.0,14694.25,14697.0,14689.25,14693.25,True
2021-07-06,2021-07-06 12:00:00-04:00,Tuesday,0,0,14685.25,14720.5,14720.5,14625.25,14701.25,True
2021-07-07,2021-07-07 10:00:00-04:00,Wednesday,0,0,14789.0,14836.0,14846.25,14726.25,14775.75,True
2021-07-07,2021-07-07 11:00:00-04:00,Wednesday,0,0,14789.0,14775.75,14829.0,14738.25,14813.25,True
2021-07-07,2021-07-07 12:00:00-04:00,Wednesday,0,0,14789.0,14813.5,14827.25,14784.75,14799.75,True
2021-07-09,2021-07-09 09:00:00-04:00,Friday,0,0,14675.5,14704.25,14725.0,14668.0,14711.75,True
2021-07-12,2021-07-12 10:00:00-04:00,Monday,0,0,14798.0,14829.0,14852.25,14802.25,14842.75,True
2021-07-13,2021-07-13 09:00:00-04:00,Tuesday,0,0,14881.5,14802.0,14919.5,14794.5,14914.0,True
2021-07-14,2021-07-14 11:00:00-04:00,Wednesday,0,0,14874.5,14982.5,14987.75,14862.0,14864.75,True
2021-07-14,2021-07-14 12:00:00-04:00,Wednesday,0,0,14874.5,14864.5,14947.0,14862.5,14932.5,True
2021-07-15,2021-07-15 09:00:00-04:00,Thursday,0,0,14912.5,14889.5,14905.25,14795.75,14893.0,True
2021-07-16,2021-07-16 10:00:00-04:00,Friday,0,0,14775.25,14816.75,14821.5,14739.0,14763.0,True
2021-07-16,2021-07-16 11:00:00-04:00,Friday,0,0,14775.25,14763.25,14771.0,14695.75,14726.75,True
2021-07-16,2021-07-16 12:00:00-04:00,Friday,0,0,14775.25,14726.75,14770.75,14724.0,14759.25,True
2021-07-20,2021-07-20 09:00:00-04:00,Tuesday,0,0,14595.25,14599.75,14608.0,14516.75,14585.75,True
2021-07-20,2021-07-20 10:00:00-04:00,Tuesday,0,0,14595.25,14585.75,14660.5,14546.0,14651.25,True
2021-07-21,2021-07-21 09:00:00-04:00,Wednesday,0,0,14699.5,14704.0,14757.5,14692.0,14756.0,True
2021-07-22,2021-07-22 09:00:00-04:00,Thursday,0,0,14841.75,14838.0,14894.75,14829.25,14878.0,True
2021-07-22,2021-07-22 12:00:00-04:00,Thursday,0,0,14841.75,14905.25,14909.5,14850.5,14888.75,True
2021-07-23,2021-07-23 09:00:00-04:00,Friday,0,0,14972.5,14972.5,14994.0,14934.25,14976.75,True
2021-07-23,2021-07-23 10:00:00-04:00,Friday,0,0,14972.5,14976.5,15020.0,14971.0,15015.75,True
2021-07-26,2021-07-26 09:00:00-04:00,Monday,0,0,15085.0,15064.5,15101.25,15040.25,15099.5,True
2021-07-26,2021-07-26 10:00:00-04:00,Monday,0,0,15085.0,15099.25,15122.0,15082.25,15092.0,True
2021-07-26,2021-07-26 11:00:00-04:00,Monday,0,0,15085.0,15091.75,15129.0,15083.75,15127.25,True
2021-07-26,2021-07-26 12:00:00-04:00,Monday,0,0,15085.0,15127.5,15134.0,15083.75,15097.0,True
2021-07-27,2021-07-27 09:00:00-04:00,Tuesday,0,0,15098.75,15121.5,15122.25,15036.75,15042.75,True
2021-07-28,2021-07-28 09:00:00-04:00,Wednesday,0,0,14923.25,15003.0,15022.25,14901.5,14978.75,True
2021-07-30,2021-07-30 09:00:00-04:00,Friday,0,0,14843.25,14873.75,14953.0,14851.5,14948.0,True
2021-08-02,2021-08-02 09:00:00-04:00,Monday,0,0,15027.75,15021.0,15044.5,14935.75,14976.0,True
2021-08-02,2021-08-02 10:00:00-04:00,Monday,0,0,15027.75,14976.0,15030.75,14942.75,15026.0,True
2021-08-02,2021-08-02 11:00:00-04:00,Monday,0,0,15027.75,15026.25,15051.5,14997.0,15001.25,True
2021-08-03,2021-08-03 09:00:00-04:00,Tuesday,0,0,14965.75,14987.5,15008.75,14903.25,14904.75,True
2021-08-03,2021-08-03 11:00:00-04:00,Tuesday,0,0,14965.75,14908.75,15017.75,14849.0,15010.75,True
2021-08-04,2021-08-04 09:00:00-04:00,Wednesday,0,0,15042.5,15029.0,15069.5,15018.5,15056.5,True
2021-08-04,2021-08-04 10:00:00-04:00,Wednesday,0,0,15042.5,15056.5,15063.0,14997.0,15030.5,True
2021-08-04,2021-08-04 11:00:00-04:00,Wednesday,0,0,15042.5,15030.25,15056.75,15012.0,15056.5,True
2021-08-04,2021-08-04 12:00:00-04:00,Wednesday,0,0,15042.5,15056.0,15069.25,15044.5,15064.75,True
2021-08-05,2021-08-05 09:00:00-04:00,Thursday,0,0,15088.75,15094.75,15128.75,15073.0,15124.25,True
2021-08-10,2021-08-10 10:00:00-04:00,Tuesday,0,0,15105.25,15147.25,15157.25,15006.5,15035.5,True
2021-08-11,2021-08-11 09:00:00-04:00,Wednesday,0,0,15041.25,15090.5,15119.0,15047.25,15057.5,True
2021-08-11,2021-08-11 10:00:00-04:00,Wednesday,0,0,15041.25,15057.25,15081.75,15009.0,15009.5,True
2021-08-12,2021-08-12 09:00:00-04:00,Thursday,0,0,15009.5,14989.0,15005.5,14946.5,14974.75,True
2021-08-12,2021-08-12 10:00:00-04:00,Thursday,0,0,15009.5,14975.0,15053.75,14941.25,15051.5,True
2021-08-13,2021-08-13 09:00:00-04:00,Friday,0,0,15071.75,15077.75,15108.5,15068.25,15099.25,True
2021-08-16,2021-08-16 09:00:00-04:00,Monday,0,0,15107.5,15072.0,15112.25,15021.75,15031.5,True
2021-08-18,2021-08-18 09:00:00-04:00,Wednesday,0,0,15013.25,14980.75,15036.0,14965.0,15023.5,True
2021-08-18,2021-08-18 10:00:00-04:00,Wednesday,0,0,15013.25,15023.5,15037.25,14985.0,14999.5,True
2021-08-19,2021-08-19 10:00:00-04:00,Thursday,0,0,14847.5,14802.25,14899.5,14800.75,14897.0,True
2021-08-23,2021-08-23 09:00:00-04:00,Monday,0,0,15146.25,15123.75,15208.5,15120.5,15204.0,True
2021-08-24,2021-08-24 09:00:00-04:00,Tuesday,0,0,15324.0,15324.25,15353.75,15313.0,15332.5,True
2021-08-24,2021-08-24 10:00:00-04:00,Tuesday,0,0,15324.0,15332.5,15380.5,15323.0,15359.0,True
2021-08-24,2021-08-24 11:00:00-04:00,Tuesday,0,0,15324.0,15358.75,15367.75,15331.75,15360.0,True
2021-08-24,2021-08-24 12:00:00-04:00,Tuesday,0,0,15324.0,15360.25,15362.25,15330.25,15341.75,True
2021-08-25,2021-08-25 10:00:00-04:00,Wednesday,0,0,15349.75,15377.25,15385.75,15333.0,15345.25,True
2021-08-25,2021-08-25 11:00:00-04:00,Wednesday,0,0,15349.75,15345.0,15366.75,15343.25,15353.5,True
2021-08-25,2021-08-25 12:00:00-04:00,Wednesday,0,0,15349.75,15353.75,15371.25,15338.5,15369.75,True
2021-08-26,2021-08-26 09:00:00-04:00,Thursday,0,0,15326.25,15327.5,15362.25,15323.0,15335.0,True
2021-08-26,2021-08-26 10:00:00-04:00,Thursday,0,0,15326.25,15334.75,15365.0,15268.25,15296.5,True
2021-08-26,2021-08-26 11:00:00-04:00,Thursday,0,0,15326.25,15296.5,15330.75,15255.25,15319.75,True
2021-08-26,2021-08-26 12:00:00-04:00,Thursday,0,0,15326.25,15319.5,15351.25,15318.5,15333.0,True
2021-08-27,2021-08-27 09:00:00-04:00,Friday,0,0,15322.25,15328.0,15332.5,15284.25,15307.0,True
2021-08-27,2021-08-27 10:00:00-04:00,Friday,0,0,15322.25,15307.25,15428.75,15280.0,15399.5,True
2021-08-30,2021-08-30 09:00:00-04:00,Monday,0,0,15440.25,15449.5,15530.0,15445.0,15529.25,True
2021-08-31,2021-08-31 09:00:00-04:00,Tuesday,0,0,15609.75,15585.25,15614.75,15523.25,15525.25,True
2021-09-01,2021-09-01 09:00:00-04:00,Wednesday,0,0,15611.5,15634.0,15699.0,15620.5,15670.0,True
2021-09-02,2021-09-02 10:00:00-04:00,Thursday,0,0,15612.0,15649.75,15661.0,15615.25,15643.25,True
2021-09-02,2021-09-02 11:00:00-04:00,Thursday,0,0,15612.0,15643.25,15656.25,15619.25,15630.5,True
2021-09-02,2021-09-02 12:00:00-04:00,Thursday,0,0,15612.0,15630.5,15633.75,15602.5,15620.0,True
2021-09-03,2021-09-03 09:00:00-04:00,Friday,0,0,15620.75,15607.75,15643.75,15552.25,15640.5,True
2021-09-03,2021-09-03 10:00:00-04:00,Friday,0,0,15620.75,15640.5,15668.0,15603.75,15626.5,True
2021-09-03,2021-09-03 11:00:00-04:00,Friday,0,0,15620.75,15626.0,15655.0,15613.75,15632.0,True
2021-09-03,2021-09-03 12:00:00-04:00,Friday,0,0,15620.75,15632.25,15654.5,15628.5,15646.25,True
2021-09-07,2021-09-07 09:00:00-04:00,Tuesday,0,0,15677.0,15649.75,15668.75,15613.5,15642.75,True
2021-09-07,2021-09-07 10:00:00-04:00,Tuesday,0,0,15677.0,15642.75,15677.75,15606.75,15674.25,True
2021-09-07,2021-09-07 11:00:00-04:00,Tuesday,0,0,15677.0,15674.0,15677.0,15632.5,15668.25,True
2021-09-07,2021-09-07 12:00:00-04:00,Tuesday,0,0,15677.0,15668.0,15701.5,15666.75,15691.5,True
2021-09-08,2021-09-08 09:00:00-04:00,Wednesday,0,0,15677.0,15669.25,15672.0,15612.0,15634.75,True
2021-09-10,2021-09-10 10:00:00-04:00,Friday,0,0,15581.75,15655.75,15657.0,15559.0,15594.25,True
2021-09-10,2021-09-10 11:00:00-04:00,Friday,0,0,15581.75,15594.5,15598.75,15528.25,15543.5,True
2021-09-10,2021-09-10 12:00:00-04:00,Friday,0,0,15581.75,15544.0,15601.0,15538.0,15590.0,True
2021-09-13,2021-09-13 09:00:00-04:00,Monday,0,0,15449.75,15536.5,15565.0,15435.75,15446.25,True
2021-09-13,2021-09-13 10:00:00-04:00,Monday,0,0,15449.75,15446.25,15457.0,15365.5,15426.5,True
2021-09-13,2021-09-13 11:00:00-04:00,Monday,0,0,15449.75,15426.75,15442.5,15352.5,15375.25,True
2021-09-13,2021-09-13 12:00:00-04:00,Monday,0,0,15449.75,15374.75,15447.25,15364.0,15442.0,True
2021-09-14,2021-09-14 09:00:00-04:00,Tuesday,0,0,15453.0,15482.0,15524.25,15427.5,15432.25,True
2021-09-14,2021-09-14 10:00:00-04:00,Tuesday,0,0,15453.0,15432.0,15448.5,15386.25,15410.25,True
2021-09-14,2021-09-14 11:00:00-04:00,Tuesday,0,0,15453.0,15410.25,15477.0,15409.75,15476.25,True
2021-09-14,2021-09-14 12:00:00-04:00,Tuesday,0,0,15453.0,15476.25,15489.25,15416.0,15423.0,True
2021-09-15,2021-09-15 09:00:00-04:00,Wednesday,0,0,15399.5,15410.0,15433.5,15331.25,15356.0,True
2021-09-15,2021-09-15 12:00:00-04:00,Wednesday,0,0,15399.5,15359.25,15444.0,15352.5,15438.75,True
2021-09-16,2021-09-16 09:00:00-04:00,Thursday,0,0,15481.25,15458.5,15472.75,15387.25,15409.5,True
2021-09-17,2021-09-17 09:00:00-04:00,Friday,0,0,15512.5,15500.75,15506.5,15384.0,15402.75,True
2021-09-21,2021-09-21 09:00:00-04:00,Tuesday,0,0,15082.5,15078.25,15131.75,15028.75,15067.25,True
2021-09-21,2021-09-21 10:00:00-04:00,Tuesday,0,0,15082.5,15067.5,15081.5,14974.5,14998.25,True
2021-09-21,2021-09-21 11:00:00-04:00,Tuesday,0,0,15082.5,14998.75,15111.5,14978.5,15090.0,True
2021-09-21,2021-09-21 12:00:00-04:00,Tuesday,0,0,15082.5,15090.5,15119.5,15042.5,15059.0,True
2021-09-22,2021-09-22 09:00:00-04:00,Wednesday,0,0,15025.0,15086.0,15104.25,15014.75,15076.5,True
2021-09-23,2021-09-23 09:00:00-04:00,Thursday,0,0,15184.25,15207.0,15296.75,15175.25,15275.25,True
2021-09-24,2021-09-24 12:00:00-04:00,Friday,0,0,15294.5,15254.0,15291.75,15244.5,15285.25,True
2021-09-29,2021-09-29 09:00:00-04:00,Wednesday,0,0,14838.25,14845.25,14903.25,14787.5,14883.0,True
2021-09-29,2021-09-29 10:00:00-04:00,Wednesday,0,0,14838.25,14883.0,14906.25,14819.25,14878.0,True
2021-09-29,2021-09-29 11:00:00-04:00,Wednesday,0,0,14838.25,14877.25,14882.75,14757.25,14796.5,True
2021-09-30,2021-09-30 09:00:00-04:00,Thursday,0,0,14836.25,14803.5,14878.75,14776.25,14841.75,True
2021-09-30,2021-09-30 10:00:00-04:00,Thursday,0,0,14836.25,14841.75,14868.75,14771.5,14784.75,True
2021-09-30,2021-09-30 11:00:00-04:00,Thursday,0,0,14836.25,14784.5,14840.5,14717.0,14750.0,True
2021-10-01,2021-10-01 09:00:00-04:00,Friday,0,0,14602.0,14702.75,14735.5,14606.75,14629.75,True
2021-10-01,2021-10-01 10:00:00-04:00,Friday,0,0,14602.0,14629.75,14644.5,14537.0,14621.0,True
2021-10-01,2021-10-01 11:00:00-04:00,Friday,0,0,14602.0,14620.75,14707.75,14583.75,14689.75,True
2021-10-04,2021-10-04 09:00:00-04:00,Monday,0,0,14701.25,14722.5,14724.0,14567.5,14593.5,True
2021-10-05,2021-10-05 09:00:00-04:00,Tuesday,0,0,14515.5,14518.25,14597.5,14495.5,14581.0,True
2021-10-06,2021-10-06 09:00:00-04:00,Wednesday,0,0,14590.5,14507.25,14638.5,14504.25,14538.0,True
2021-10-06,2021-10-06 10:00:00-04:00,Wednesday,0,0,14590.5,14538.5,14688.25,14483.75,14658.75,True
2021-10-06,2021-10-06 11:00:00-04:00,Wednesday,0,0,14590.5,14658.5,14673.0,14581.25,14659.5,True
2021-10-06,2021-10-06 12:00:00-04:00,Wednesday,0,0,14590.5,14659.0,14661.25,14578.25,14601.75,True
2021-10-07,2021-10-07 09:00:00-04:00,Thursday,0,0,14864.0,14913.0,14956.0,14859.25,14955.0,True
2021-10-08,2021-10-08 09:00:00-04:00,Friday,0,0,14887.25,14968.25,14973.0,14845.75,14849.0,True
2021-10-08,2021-10-08 10:00:00-04:00,Friday,0,0,14887.25,14849.25,14910.5,14816.0,14851.0,True
2021-10-11,2021-10-11 09:00:00-04:00,Monday,0,0,14749.75,14732.25,14860.75,14722.0,14859.0,True
2021-10-15,2021-10-15 09:00:00-04:00,Friday,0,0,15085.5,15084.25,15099.25,15049.25,15078.25,True
2021-10-15,2021-10-15 10:00:00-04:00,Friday,0,0,15085.5,15078.0,15111.5,15046.0,15110.5,True
2021-10-15,2021-10-15 11:00:00-04:00,Friday,0,0,15085.5,15110.25,15121.0,15058.5,15062.75,True
2021-10-15,2021-10-15 12:00:00-04:00,Friday,0,0,15085.5,15062.5,15101.0,15062.25,15097.5,True
2021-10-18,2021-10-18 09:00:00-04:00,Monday,0,0,15092.25,15066.25,15147.75,15052.0,15137.75,True
2021-10-19,2021-10-19 09:00:00-04:00,Tuesday,0,0,15292.5,15329.0,15357.75,15302.0,15322.75,True
2021-10-20,2021-10-20 09:00:00-04:00,Wednesday,0,0,15387.25,15412.75,15439.0,15397.25,15406.25,True
2021-10-20,2021-10-20 10:00:00-04:00,Wednesday,0,0,15387.25,15406.0,15446.5,15380.0,15403.5,True
2021-10-20,2021-10-20 11:00:00-04:00,Wednesday,0,0,15387.25,15403.75,15422.0,15383.25,15419.75,True
2021-10-20,2021-10-20 12:00:00-04:00,Wednesday,0,0,15387.25,15420.0,15421.0,15379.0,15392.0,True
2021-10-21,2021-10-21 09:00:00-04:00,Thursday,0,0,15336.75,15338.5,15394.25,15334.0,15380.25,True
2021-10-22,2021-10-22 09:00:00-04:00,Friday,0,0,15408.25,15436.0,15458.25,15385.5,15424.5,True
2021-10-22,2021-10-22 10:00:00-04:00,Friday,0,0,15408.25,15424.5,15463.5,15395.75,15404.75,True
2021-10-22,2021-10-22 11:00:00-04:00,Friday,0,0,15408.25,15404.75,15414.75,15273.75,15315.0,True
2021-10-25,2021-10-25 09:00:00-04:00,Monday,0,0,15353.0,15383.0,15434.0,15322.25,15390.5,True
2021-10-26,2021-10-26 12:00:00-04:00,Tuesday,0,0,15567.25,15590.25,15601.75,15503.0,15537.25,True
2021-10-29,2021-10-29 09:00:00-04:00,Friday,0,0,15669.75,15625.0,15699.5,15615.25,15683.0,True
2021-10-29,2021-10-29 10:00:00-04:00,Friday,0,0,15669.75,15682.75,15707.0,15667.5,15691.75,True
2021-11-01,2021-11-01 09:00:00-04:00,Monday,0,0,15871.75,15867.5,15868.5,15797.75,15804.25,True
2021-11-01,2021-11-01 12:00:00-04:00,Monday,0,0,15871.75,15861.0,15866.25,15847.0,15860.25,True
2021-11-02,2021-11-02 09:00:00-04:00,Tuesday,0,0,15863.75,15868.5,15968.25,15864.0,15955.75,True
2021-11-03,2021-11-03 09:00:00-04:00,Wednesday,0,0,15958.5,15978.0,15997.25,15943.25,15970.75,True
2021-11-03,2021-11-03 10:00:00-04:00,Wednesday,0,0,15958.5,15970.75,15975.5,15935.25,15959.5,True
2021-11-03,2021-11-03 11:00:00-04:00,Wednesday,0,0,15958.5,15959.5,15984.5,15941.75,15982.25,True
2021-11-03,2021-11-03 12:00:00-04:00,Wednesday,0,0,15958.5,15982.0,15986.25,15967.5,15976.25,True
2021-11-04,2021-11-04 09:00:00-04:00,Thursday,0,0,16157.0,16185.0,16252.0,16157.0,16246.0,True
2021-11-09,2021-11-09 09:00:00-05:00,Tuesday,0,0,16300.25,16375.5,16391.75,16197.75,16226.0,True
2021-11-10,2021-11-10 09:00:00-05:00,Wednesday,0,0,16158.0,16104.75,16179.25,16041.75,16172.5,True
2021-11-10,2021-11-10 10:00:00-05:00,Wednesday,0,0,16158.0,16172.75,16221.0,16152.5,16164.0,True
2021-11-10,2021-11-10 11:00:00-05:00,Wednesday,0,0,16158.0,16164.0,16195.25,16114.25,16154.25,True
2021-11-10,2021-11-10 12:00:00-05:00,Wednesday,0,0,16158.0,16154.0,16162.75,16097.0,16128.0,True
2021-11-12,2021-11-12 09:00:00-05:00,Friday,0,0,16055.0,16065.25,16089.5,16001.75,16020.25,True
2021-11-12,2021-11-12 10:00:00-05:00,Friday,0,0,16055.0,16020.5,16112.5,16020.0,16108.75,True
