timestamp,type,hour_c0,prev_1d_cat,c0_o,c0_h,c0_l,c0_c,c1_o,c1_h,c1_l,c1_c,c2_o,c2_h,c2_l,c2_c,swept_mid,swept_first,swept_open,potential_stop_loss,potential_reward_excursion,hit_target,hit_stop_loss,reward_achieved,risk_taken
2025-04-24 10:00:00,bearish,10.0,Slightly Up,19052.5,19180.0,19044.75,19141.25,19141.0,19215.0,19120.5,19162.75,19163.0,19278.0,19140.25,19262.5,False,False,False,0.0,59.0,False,True,True,False
2025-04-24 16:00:00,bearish,16.0,Strongly Up,19319.0,19418.0,19312.75,19347.5,19405.0,19427.0,19352.25,19405.25,19406.75,19435.5,19396.5,19412.5,False,False,False,14.5,49.5,False,True,True,True
2025-04-25 04:00:00,bullish,4.0,Strongly Up,19416.5,19451.5,19383.5,19403.5,19403.75,19404.0,19344.25,19396.75,19396.5,19416.0,19218.0,19230.5,True,False,False,0.0,175.25,False,True,0.0,113.75
2025-04-27 18:00:00,bullish,18.0,Slightly Up,19524.5,19524.5,19450.0,19460.5,19459.75,19475.0,19435.25,19454.75,19457.0,19471.5,19402.25,19413.5,False,False,False,0.0,38.75,False,True,0.0,21.75
2025-04-27 20:00:00,bullish,20.0,Flat,19457.0,19471.5,19402.25,19413.5,19413.0,19432.75,19392.25,19429.5,19430.0,19452.25,19406.0,19417.5,True,False,False,25.25,100.5,True,False,39.5,25.25
2025-04-28 02:00:00,bearish,2.0,Slightly Up,19416.75,19505.75,19416.75,19502.75,19503.25,19518.0,19467.5,19469.0,19468.25,19502.75,19440.75,19500.0,True,False,False,18.0,46.25,False,True,True,True
2025-04-28 11:00:00,bullish,11.0,Flat,19468.75,19496.0,19311.75,19347.75,19347.0,19356.25,19267.5,19318.0,19317.0,19378.75,19257.25,19371.25,True,False,False,103.75,207.5,True,False,97.5,103.75
2025-04-28 16:00:00,bullish,16.0,Slightly Down,19524.25,19526.75,19475.25,19483.75,19478.25,19490.25,19455.5,19486.0,19485.75,19532.25,19478.25,19528.5,True,True,True,73.0,102.5,True,False,4.25,73.0
2025-04-29 13:00:00,bearish,13.0,Strongly Up,19494.0,19667.5,19483.0,19656.0,19656.5,19688.5,19638.75,19646.25,19646.5,19683.25,19615.0,19645.5,True,False,False,43.0,139.5,False,False,True,True
2025-05-01 11:00:00,bullish,11.0,Strongly Up,20073.0,20125.75,19933.0,19962.0,19963.0,19999.5,19910.0,19942.75,19942.5,20029.0,19939.0,19982.0,True,False,False,72.0,67.25,False,True,0.0,72.0
2025-05-01 13:00:00,bearish,13.0,Strongly Up,19942.5,20029.0,19939.0,19982.0,19982.0,20049.25,19976.5,20009.0,20009.0,20022.5,19857.75,19877.75,True,True,True,171.5,128.25,True,False,True,True
2025-05-01 16:00:00,bullish,16.0,Slightly Up,19877.75,19923.0,19757.25,19799.0,19782.5,19797.25,19749.5,19788.5,19788.0,19826.0,19778.0,19789.5,True,False,False,40.0,215.5,True,False,88.25,40.0
2025-05-01 20:00:00,bearish,20.0,Slightly Up,19790.0,19968.75,19755.0,19943.25,19942.0,19981.25,19915.25,19928.5,19928.5,19972.75,19906.75,19959.0,True,False,False,22.25,76.0,False,True,True,True
2025-05-02 05:00:00,bearish,5.0,Slightly Down,19869.5,19934.0,19864.0,19918.5,19919.5,19956.0,19909.25,19932.0,19932.0,19958.0,19901.5,19917.75,True,False,False,38.25,6.75,False,True,True,True
2025-05-02 08:00:00,bearish,8.0,Slightly Up,19918.25,20105.5,19911.0,20095.25,20095.75,20141.25,20019.75,20073.0,20073.0,20180.75,20062.0,20165.5,False,False,False,0.0,38.25,False,True,True,False
2025-05-05 01:00:00,bearish,1.0,Slightly Up,20037.75,20072.75,20037.75,20062.75,20062.0,20098.75,20060.0,20061.75,20062.0,20070.25,20037.0,20057.25,True,True,True,41.5,91.25,True,False,True,True
