timestamp,type,hour_c0,c0_o,c0_h,c0_l,c0_c,c1_o,c1_h,c1_l,c1_c,c2_o,c2_h,c2_l,c2_c,swept_mid,swept_first,swept_open,potential_stop_loss,potential_reward_excursion,hit_target,hit_stop_loss,reward_achieved,risk_taken
2025-04-28 00:40:00,bearish,0.0,19420.0,19426.5,19412.5,19424.0,19424.0,19427.75,19422.75,19424.0,19423.0,19423.5,19413.0,19415.0,True,False,True,19427.75,2.5,True,False,2.5,12.75
2025-04-28 02:00:00,bearish,2.0,19416.75,19444.25,19416.75,19439.5,19439.5,19448.0,19438.5,19443.0,19442.75,19451.5,19442.5,19446.0,False,False,False,19448.0,29.25,False,True,0.0,2.0
2025-04-28 03:20:00,bearish,3.0,19496.0,19509.5,19489.25,19504.0,19503.25,19517.0,19503.0,19507.25,19507.0,19508.75,19489.5,19490.0,True,False,True,19517.0,0.75,True,False,0.75,27.0
2025-04-28 04:20:00,bullish,4.0,19473.5,19474.0,19453.0,19454.25,19453.75,19461.75,19450.0,19458.75,19459.0,19471.0,19450.25,19467.5,True,False,False,19450.0,6.5,True,False,6.5,17.5
2025-04-28 04:55:00,bearish,4.0,19488.5,19502.75,19487.0,19500.0,19500.25,19511.5,19496.25,19499.0,19497.75,19509.75,19486.75,19492.0,True,True,True,19511.5,5.0,True,False,5.0,19.5
2025-04-28 05:15:00,bearish,5.0,19495.5,19507.5,19493.25,19501.75,19502.25,19510.75,19502.25,19504.0,19503.5,19528.75,19502.75,19527.75,False,False,False,19510.75,34.5,False,True,0.0,17.0
2025-04-28 05:25:00,bearish,5.0,19503.5,19528.75,19502.75,19527.75,19528.0,19537.75,19522.25,19524.0,19524.0,19528.25,19517.75,19523.0,True,False,False,19537.75,20.25,False,True,0.0,14.75
2025-04-28 05:55:00,bullish,5.0,19527.25,19530.0,19513.75,19515.0,19516.25,19520.75,19506.5,19514.5,19514.0,19523.0,19504.5,19507.75,True,False,False,19506.5,22.25,False,True,0.0,1.25
2025-04-28 06:50:00,bullish,6.0,19491.75,19494.0,19472.5,19473.25,19473.0,19479.25,19466.25,19477.0,19475.5,19482.25,19466.25,19479.25,True,False,False,19466.25,14.75,True,False,14.75,13.0
2025-04-28 07:25:00,bearish,7.0,19492.25,19513.5,19492.0,19508.5,19508.75,19514.5,19505.75,19510.75,19510.25,19527.75,19509.5,19525.5,False,False,False,19514.5,33.5,False,True,0.0,11.0
2025-04-28 07:35:00,bearish,7.0,19510.25,19527.75,19509.5,19525.5,19525.25,19533.75,19520.25,19521.75,19521.25,19523.5,19513.25,19518.75,True,False,False,19533.75,9.25,True,False,9.25,15.0
2025-04-28 09:00:00,bearish,9.0,19540.0,19554.25,19531.25,19550.25,19551.25,19556.5,19546.75,19549.75,19550.5,19558.25,19548.0,19556.5,False,False,False,19556.5,25.25,False,True,0.0,0.0
2025-04-28 09:40:00,bearish,9.0,19495.0,19599.25,19491.25,19597.75,19597.5,19623.0,19559.5,19586.5,19587.25,19590.5,19535.5,19540.0,True,False,False,19623.0,48.75,True,False,48.75,83.0
2025-04-28 10:25:00,bullish,10.0,19536.25,19539.25,19480.75,19489.75,19489.25,19498.25,19446.25,19488.75,19489.25,19526.75,19483.0,19518.75,True,False,False,19446.25,20.5,True,False,20.5,72.5
2025-04-28 12:30:00,bearish,12.0,19282.0,19317.75,19280.75,19302.0,19301.5,19328.75,19293.0,19316.5,19317.0,19335.25,19309.75,19329.0,False,False,False,19328.75,48.25,False,True,0.0,0.25
2025-04-28 12:50:00,bullish,12.0,19352.75,19354.75,19310.0,19315.5,19315.75,19320.75,19291.5,19318.0,19317.0,19333.25,19306.75,19316.25,True,False,False,19291.5,38.5,False,True,0.0,24.75
2025-04-28 16:00:00,bullish,16.0,19524.25,19526.75,19490.25,19497.25,19497.25,19500.5,19488.75,19497.25,19497.0,19497.0,19485.25,19486.75,False,False,False,19488.75,40.0,False,True,0.0,2.0
