timestamp,open,high,low,close,volume
2025-04-20 18:00:00,18306.25,18383.5,18231.25,18301.75,1633
2025-04-20 18:05:00,18301.5,18305.25,18251.5,18281.25,1089
2025-04-20 18:10:00,18284.25,18290.0,18252.5,18275.25,452
2025-04-20 18:15:00,18279.0,18293.0,18275.0,18284.75,221
2025-04-20 18:20:00,18288.0,18288.0,18262.75,18276.75,413
2025-04-20 18:25:00,18275.5,18299.5,18275.5,18282.75,353
2025-04-20 18:30:00,18282.0,18284.25,18262.25,18282.5,278
2025-04-20 18:35:00,18278.25,18290.5,18270.0,18288.75,221
2025-04-20 18:40:00,18285.5,18285.5,18266.0,18274.25,270
2025-04-20 18:45:00,18272.75,18282.25,18267.0,18279.5,167
2025-04-20 18:50:00,18278.5,18293.75,18277.0,18286.5,160
2025-04-20 18:55:00,18286.0,18298.0,18279.25,18290.0,234
2025-04-20 19:00:00,18286.5,18317.5,18284.25,18315.5,404
2025-04-20 19:05:00,18317.0,18327.5,18308.75,18321.0,366
2025-04-20 19:10:00,18319.25,18321.0,18307.25,18307.25,246
2025-04-20 19:15:00,18310.0,18311.0,18300.75,18308.75,162
2025-04-20 19:20:00,18309.5,18310.5,18280.5,18286.25,299
2025-04-20 19:25:00,18285.5,18293.0,18282.75,18289.5,145
2025-04-20 19:30:00,18286.75,18301.5,18286.75,18295.0,181
2025-04-20 19:35:00,18295.0,18305.75,18290.25,18292.25,162
2025-04-20 19:40:00,18289.5,18302.5,18279.0,18302.5,288
2025-04-20 19:45:00,18302.75,18307.0,18300.0,18305.25,129
2025-04-20 19:50:00,18305.75,18316.5,18305.75,18314.0,198
2025-04-20 19:55:00,18315.5,18318.75,18312.25,18314.75,158
2025-04-20 20:00:00,18313.25,18334.25,18308.0,18323.0,597
2025-04-20 20:05:00,18320.0,18338.0,18319.25,18330.25,398
2025-04-20 20:10:00,18331.5,18345.5,18323.0,18340.25,432
2025-04-20 20:15:00,18341.25,18348.75,18336.25,18343.0,537
2025-04-20 20:20:00,18344.0,18362.5,18339.5,18357.0,669
2025-04-20 20:25:00,18358.0,18365.5,18353.75,18361.75,372
2025-04-20 20:30:00,18362.25,18364.0,18348.0,18355.5,459
2025-04-20 20:35:00,18355.0,18361.5,18341.75,18349.75,424
2025-04-20 20:40:00,18349.75,18378.25,18349.75,18358.5,635
2025-04-20 20:45:00,18358.0,18358.0,18336.0,18338.0,560
2025-04-20 20:50:00,18338.25,18340.0,18316.75,18323.25,627
2025-04-20 20:55:00,18322.75,18323.25,18298.25,18302.0,820
2025-04-20 21:00:00,18303.0,18309.25,18295.5,18299.75,467
2025-04-20 21:05:00,18296.0,18297.0,18265.0,18272.0,845
2025-04-20 21:10:00,18273.5,18282.5,18259.25,18273.25,852
2025-04-20 21:15:00,18274.5,18279.75,18257.0,18266.0,554
2025-04-20 21:20:00,18267.5,18283.25,18265.0,18279.75,574
2025-04-20 21:25:00,18280.5,18287.0,18277.25,18283.75,342
2025-04-20 21:30:00,18284.0,18307.75,18282.5,18305.5,892
2025-04-20 21:35:00,18305.25,18312.5,18302.0,18312.0,414
2025-04-20 21:40:00,18311.25,18315.25,18306.0,18309.25,390
2025-04-20 21:45:00,18309.75,18312.0,18306.75,18310.5,133
2025-04-20 21:50:00,18310.25,18310.25,18263.25,18272.5,1692
2025-04-20 21:55:00,18273.75,18289.0,18271.75,18286.0,383
2025-04-20 22:00:00,18286.25,18300.5,18282.0,18287.25,598
2025-04-20 22:05:00,18288.5,18302.75,18288.5,18302.25,249
2025-04-20 22:10:00,18301.5,18302.5,18291.25,18300.75,312
2025-04-20 22:15:00,18300.25,18305.75,18282.75,18285.0,438
2025-04-20 22:20:00,18284.0,18287.75,18277.25,18279.5,300
2025-04-20 22:25:00,18280.25,18286.75,18272.5,18280.75,448
2025-04-20 22:30:00,18280.25,18290.75,18274.75,18275.75,298
2025-04-20 22:35:00,18275.25,18276.5,18214.5,18223.25,1966
2025-04-20 22:40:00,18224.0,18227.5,18211.5,18215.0,722
2025-04-20 22:45:00,18215.75,18219.75,18189.0,18196.5,1092
2025-04-20 22:50:00,18197.5,18227.75,18197.25,18219.75,941
2025-04-20 22:55:00,18220.0,18222.25,18215.0,18217.25,266
2025-04-20 23:00:00,18218.75,18226.75,18213.75,18220.25,369
2025-04-20 23:05:00,18220.0,18224.75,18211.0,18221.0,385
2025-04-20 23:10:00,18220.75,18224.25,18212.75,18224.25,208
2025-04-20 23:15:00,18223.0,18235.0,18223.0,18230.5,376
2025-04-20 23:20:00,18229.0,18235.0,18215.5,18223.0,472
2025-04-20 23:25:00,18222.75,18233.75,18218.75,18231.5,199
2025-04-20 23:30:00,18232.25,18233.75,18212.5,18219.75,310
2025-04-20 23:35:00,18219.25,18221.25,18216.25,18217.5,128
2025-04-20 23:40:00,18220.75,18222.5,18216.0,18221.0,123
