timestamp,type,hour_c0,prev_1d_cat,c0_o,c0_h,c0_l,c0_c,c1_o,c1_h,c1_l,c1_c,c2_o,c2_h,c2_l,c2_c,swept_mid,swept_first,swept_open,potential_stop_loss,potential_reward_excursion,hit_target,hit_stop_loss,reward_achieved,risk_taken
2021-06-01 15:00:00,bearish,15.0,Not Analyzed,13614.75,13666.75,13601.0,13659.25,13659.5,13675.5,13639.25,13664.5,13664.25,13664.5,13636.0,13660.25,True,False,False,15.25,38.0,False,True,0.0,15.25
2021-06-01 19:00:00,bullish,19.0,Not Analyzed,13689.25,13690.5,13644.75,13651.0,13650.75,13656.5,13642.5,13647.5,13653.25,13653.25,13623.0,13625.25,False,False,False,0.0,33.0,False,True,0.0,17.25
2021-06-01 22:00:00,bullish,22.0,Not Analyzed,13653.25,13653.25,13623.0,13625.25,13625.0,13636.75,13622.25,13634.75,13634.75,13657.5,13625.75,13652.25,True,True,True,30.0,8.75,True,False,1.0,30.0
2021-06-02 17:00:00,bullish,17.0,Not Analyzed,13669.75,13675.75,13613.25,13628.0,13627.75,13640.75,13603.25,13636.75,13636.75,13678.0,13626.0,13674.25,True,True,True,71.0,33.5,True,False,4.5,71.0
2021-06-02 19:00:00,bearish,19.0,Not Analyzed,13636.75,13678.0,13626.0,13674.25,13674.0,13678.5,13663.0,13677.0,13679.5,13687.0,13676.0,13680.0,False,False,False,0.0,7.25,False,True,0.0,1.5
2021-06-03 06:00:00,bullish,6.0,Not Analyzed,13692.75,13695.75,13653.75,13662.5,13663.5,13665.25,13647.0,13655.25,13654.25,13668.75,13649.25,13667.0,True,False,False,20.0,0.0,False,True,0.0,20.0
2021-06-04 14:00:00,bearish,14.0,Not Analyzed,13698.75,13756.25,13698.75,13735.5,13735.5,13769.5,13730.75,13756.0,13756.25,13767.5,13746.5,13760.25,False,False,False,9.25,6.25,False,True,0.0,9.25
2021-06-04 17:00:00,bearish,17.0,Not Analyzed,13760.25,13778.0,13754.0,13774.75,13774.75,13783.75,13771.25,13775.0,13775.0,13783.5,13756.25,13766.5,True,False,True,17.25,33.5,True,True,0.0,17.25
2021-06-07 02:00:00,bearish,2.0,Not Analyzed,13736.5,13751.25,13733.5,13744.0,13743.5,13755.0,13741.25,13746.25,13746.75,13751.0,13740.5,13744.25,True,False,False,10.75,52.75,True,False,7.75,10.75
2021-06-07 07:00:00,bullish,7.0,Not Analyzed,13741.5,13747.0,13710.25,13729.25,13729.0,13733.25,13706.5,13730.75,13730.75,13731.75,13691.5,13707.0,False,False,False,0.5,62.25,True,True,0.0,0.5
2021-06-07 11:00:00,bearish,11.0,Not Analyzed,13711.25,13759.75,13711.0,13752.5,13752.25,13769.25,13742.25,13758.75,13758.5,13764.5,13720.75,13755.0,True,False,False,14.25,42.5,False,True,0.0,14.25
2021-06-08 02:00:00,bullish,2.0,Not Analyzed,13854.0,13857.75,13829.5,13834.0,13834.0,13841.0,13826.0,13834.25,13834.25,13838.5,13829.25,13837.75,False,False,False,11.75,12.0,False,True,0.0,11.75
2021-06-08 11:00:00,bearish,11.0,Not Analyzed,13843.75,13878.0,13836.25,13875.0,13875.25,13896.75,13870.25,13876.25,13877.0,13917.25,13831.5,13839.5,True,True,True,57.25,97.75,True,False,4.25,57.25
