time,open,high,low,close,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close)
1629205200,15048,15048,14955,14976.5,15047.75,15048,14955,14976.5
1629208800,14976.5,15058,14948.25,15026,14976.5,15058,14948.25,15026
1629212400,15026,15029.5,14937.5,14940,15026,15029.5,14937.5,14940
1629216000,14939.75,14975,14898,14904.25,14940,14975,14898,14904.25
1629219600,14903.5,14953.75,14897,14940.25,14904.25,14953.75,14897,14940.25
1629223200,14940.25,14983.25,14933.25,14979,14940.25,14983.25,14933.25,14979
1629226800,14978.75,15003.5,14955.5,15000.5,14979,15003.5,14955.5,15000.5
1629230400,15000,15003.5,14962.25,14969.25,15000.5,15003.5,14962.25,14969.25
1629237600,14970.25,14977.5,14958.5,14967.25,14969.25,14977.5,14958.5,14967.25
1629241200,14967.5,14970.75,14955.25,14956.5,14967.25,14970.75,14955.25,14956.5
1629244800,14957,14978.75,14951.5,14975.25,14956.5,14978.75,14951.5,14975.25
1629248400,14975.5,14994.5,14973.25,14983,14975.25,14994.5,14973.25,14983
1629252000,14983,15004,14981,14999.75,14983,15004,14981,14999.75
1629255600,15000,15018.75,15000,15012.75,14999.75,15018.75,15000,15012.75
1629259200,15013.25,15021.75,15012,15013.5,15012.75,15021.75,15012,15013.5
1629262800,15013.5,15020.75,15011.25,15015.5,15013.5,15020.75,15011.25,15015.5
1629266400,15015.5,15023,15005.5,15009.25,15015.5,15023,15005.5,15009.25
1629270000,15009.75,15020.25,14982.75,14986.5,15009.25,15020.25,14982.75,14986.5
1629273600,14986.25,15003.5,14978.5,14988,14986.5,15003.5,14978.5,14988
1629277200,14987.75,15004.75,14985.25,14992.5,14988,15004.75,14985.25,14992.5
1629280800,14993.5,15028.25,14985.25,15018,14992.5,15028.25,14985.25,15018
1629284400,15018.25,15028.25,15002.5,15003,15018,15028.25,15002.5,15003
1629288000,15003.5,15011,14974.5,14981.25,15003,15011,14974.5,14981.25
1629291600,14980.75,15036,14965,15023.5,14981.25,15036,14965,15023.5
1629295200,15023.5,15037.25,14985,14999.5,15023.5,15037.25,14985,14999.5
1629298800,14999.75,15002.25,14957.75,14979.25,14999.5,15002.25,14957.75,14979.25
1629302400,14979.5,14996.5,14970.5,14989.75,14979.25,14996.5,14970.5,14989.75
1629306000,14990,14993.25,14967.75,14979.75,14989.75,14993.25,14967.75,14979.75
1629309600,14980.25,15029.5,14925,14988.5,14979.75,15029.5,14925,14988.5
1629313200,14988.5,14988.5,14842.25,14856.25,14988.5,14988.5,14842.25,14856.25
1629316800,14856,14860.25,14806.5,14839.5,14856.25,14860.25,14806.5,14839.5
1629324000,14840,14857.5,14835,14856.25,14839.5,14857.5,14835,14856.25
1629327600,14856,14857,14837.5,14845.5,14856.25,14857,14837.5,14845.5
1629331200,14845.75,14867,14844.75,14865.75,14845.5,14867,14844.75,14865.75
1629334800,14865.5,14874.75,14854.5,14855.25,14865.75,14874.75,14854.5,14855.25
1629338400,14855,14857.5,14833,14850.5,14855.25,14857.5,14833,14850.5
1629342000,14851.25,14859.5,14842.75,14847.75,14850.5,14859.5,14842.75,14847.75
1629345600,14847.5,14850.25,14836,14842.75,14847.75,14850.25,14836,14842.75
1629349200,14843,14844.25,14813.5,14816,14842.75,14844.25,14813.5,14816
1629352800,14815,14823.75,14739,14747.5,14816,14823.75,14739,14747.5
1629356400,14748,14771.5,14733.25,14752.25,14747.5,14771.5,14733.25,14752.25
1629360000,14752,14755.75,14710.5,14732.75,14752.25,14755.75,14710.5,14732.75
1629363600,14732.75,14789,14712,14780.25,14732.75,14789,14712,14780.25
1629367200,14779.5,14799.5,14755.25,14758,14780.25,14799.5,14755.25,14758
1629370800,14757.25,14770.25,14741,14743,14758,14770.25,14741,14743
1629374400,14743.25,14777.25,14733.75,14739.5,14743,14777.25,14733.75,14739.5
1629378000,14739.25,14835.75,14738.75,14802.25,14739.5,14835.75,14738.75,14802.25
1629381600,14802.25,14899.5,14800.75,14897,14802.25,14899.5,14800.75,14897
1629385200,14897,14988.5,14886.25,14980,14897,14988.5,14886.25,14980
1629388800,14980,14999,14952.25,14987,14980,14999,14952.25,14987
1629392400,14987.25,14988.75,14927.5,14928.75,14987,14988.75,14927.5,14928.75
1629396000,14928.25,14942.5,14857.25,14935.75,14928.75,14942.5,14857.25,14935.75
1629399600,14935.25,14980.25,14913.5,14929,14935.75,14980.25,14913.5,14929
1629403200,14929.25,14949,14927.25,14943.75,14929,14949,14927.25,14943.75
1629410400,14943.25,14947,14924,14928,14943.75,14947,14924,14928
1629414000,14928,14935,14910,14916.75,14928,14935,14910,14916.75
1629417600,14917.25,14957,14915.75,14949.5,14916.75,14957,14915.75,14949.5
1629421200,14949.5,14954.5,14909,14917,14949.5,14954.5,14909,14917
1629424800,14916.5,14930.25,14914.75,14918.25,14917,14930.25,14914.75,14918.25
1629428400,14917.5,14932.25,14913,14922,14918.25,14932.25,14913,14922
1629432000,14922.5,14927,14913,14919.75,14922,14927,14913,14919.75
1629435600,14919.75,14919.75,14892.25,14914.25,14919.75,14919.75,14892.25,14914.25
1629439200,14914.75,14921.5,14903.25,14910.25,14914.25,14921.5,14903.25,14910.25
1629442800,14910.5,14920,14851,14871.25,14910.25,14920,14851,14871.25
1629446400,14871.75,14892.5,14861.25,14884,14871.25,14892.5,14861.25,14884
1629450000,14884,14910.5,14872,14896.75,14884,14910.5,14872,14896.75
1629453600,14896,14902.5,14881.5,14891,14896.75,14902.5,14881.5,14891
1629457200,14891.25,14914.25,14877,14901,14891,14914.25,14877,14901
1629460800,14901.5,14957.75,14898.75,14957,14901,14957.75,14898.75,14957
1629464400,14957,15045.5,14950.25,15041,14957,15045.5,14950.25,15041
1629468000,15041.25,15098,15036.75,15068.5,15041,15098,15036.75,15068.5
1629471600,15067.5,15072.75,15001.5,15016.5,15068.5,15072.75,15001.5,15016.5
1629475200,15016.5,15071.75,15009,15065.5,15016.5,15071.75,15009,15065.5
1629478800,15066.5,15077,15047.25,15054,15065.5,15077,15047.25,15054
1629482400,15054,15070.75,15049.5,15065.75,15054,15070.75,15049.5,15065.75
1629486000,15065.5,15100,15062.75,15083.5,15065.75,15100,15062.75,15083.5
1629489600,15083.5,15096.5,15078.25,15095,15083.5,15096.5,15078.25,15095
1629669600,15090,15120.5,15086.5,15116.25,15095,15120.5,15086.5,15116.25
1629673200,15116.5,15119.75,15105.5,15107.25,15116.25,15119.75,15105.5,15107.25
1629676800,15107.25,15115.25,15103.25,15111.5,15107.25,15115.25,15103.25,15111.5
1629680400,15111.25,15139.5,15109.25,15138,15111.5,15139.5,15109.25,15138
1629684000,15138,15150.5,15134,15143.25,15138,15150.5,15134,15143.25
1629687600,15143.5,15150.25,15141,15146.25,15143.25,15150.25,15141,15146.25
1629691200,15146.25,15149.75,15143.75,15148,15146.25,15149.75,15143.75,15148
1629694800,15148.25,15153.5,15135,15136.5,15148,15153.5,15135,15136.5
1629698400,15136.5,15144.25,15130,15143.25,15136.5,15144.25,15130,15143.25
1629702000,15143.25,15144,15120.75,15127.25,15143.25,15144,15120.75,15127.25
1629705600,15127.25,15140,15121.25,15137.75,15127.25,15140,15121.25,15137.75
1629709200,15137.5,15138,15122.25,15130,15137.75,15138,15122.25,15130
1629712800,15130,15132.5,15122,15129.5,15130,15132.5,15122,15129.5
1629716400,15129.25,15140.5,15125,15131.25,15129.5,15140.5,15125,15131.25
1629720000,15131.25,15133.5,15116.75,15124,15131.25,15133.5,15116.75,15124
1629723600,15123.75,15208.5,15120.5,15204,15124,15208.5,15120.5,15204
1629727200,15203.5,15272.75,15193,15271.25,15204,15272.75,15193,15271.25
1629730800,15271.5,15313.75,15261,15311,15271.25,15313.75,15261,15311
1629734400,15311,15324.25,15298.75,15322.75,15311,15324.25,15298.75,15322.75
1629738000,15323,15327.25,15300,15314.5,15322.75,15327.25,15300,15314.5
1629741600,15314.75,15337.5,15314.75,15333.25,15314.5,15337.5,15314.75,15333.25
1629745200,15333.25,15335,15301.5,15306.25,15333.25,15335,15301.5,15306.25
1629748800,15306.5,15329,15303.5,15328.25,15306.25,15329,15303.5,15328.25
1629756000,15327,15332.5,15322.25,15326.75,15328.25,15332.5,15322.25,15326.75
1629759600,15326.5,15330.5,15326,15330,15326.75,15330.5,15326,15330
1629763200,15329.75,15333.75,15325.25,15331.25,15330,15333.75,15325.25,15331.25
1629766800,15331.5,15335.75,15324.75,15327.75,15331.25,15335.75,15324.75,15327.75
1629770400,15328,15330.25,15325,15325.25,15327.75,15330.25,15325,15325.25
1629774000,15325.5,15326.75,15322.25,15324.75,15325.25,15326.75,15322.25,15324.75
1629777600,15324,15327,15324,15326.5,15324.75,15327,15324,15326.5
1629781200,15326,15342.75,15322.75,15341.25,15326.5,15342.75,15322.75,15341.25
1629784800,15341,15382.25,15335.75,15382.25,15341.25,15382.25,15335.75,15382.25
1629788400,15381.5,15384,15368.75,15377,15382.25,15384,15368.75,15377
1629792000,15376.75,15381,15370,15372.75,15377,15381,15370,15372.75
1629795600,15373,15380.5,15345,15349.5,15372.75,15380.5,15345,15349.5
1629799200,15349.25,15357,15345.25,15354,15349.5,15357,15345.25,15354
1629802800,15354.5,15355.5,15329.25,15332,15354,15355.5,15329.25,15332
1629806400,15332.25,15335.75,15309.5,15324,15332,15335.75,15309.5,15324
1629810000,15324.25,15353.75,15313,15332.5,15324,15353.75,15313,15332.5
1629813600,15332.5,15380.5,15323,15359,15332.5,15380.5,15323,15359
1629817200,15358.75,15367.75,15331.75,15360,15359,15367.75,15331.75,15360
1629820800,15360.25,15362.25,15330.25,15341.75,15360,15362.25,15330.25,15341.75
1629824400,15341.5,15354.5,15335,15347.25,15341.75,15354.5,15335,15347.25
1629828000,15347.5,15362.25,15341.5,15361.5,15347.25,15362.25,15341.5,15361.5
1629831600,15361.5,15372.5,15345.25,15356,15361.5,15372.5,15345.25,15356
1629835200,15356.25,15364,15350.75,15363.5,15356,15364,15350.75,15363.5
1629842400,15362.25,15364.75,15357.25,15358,15363.5,15364.75,15357.25,15358
1629846000,15358,15358.5,15351.25,15358,15358,15358.5,15351.25,15358
1629849600,15357.75,15368.75,15356,15357.5,15358,15368.75,15356,15357.5
1629853200,15356.75,15364,15353,15358.25,15357.5,15364,15353,15358.25
1629856800,15358,15363.5,15348,15354.25,15358.25,15363.5,15348,15354.25
1629860400,15354,15357.5,15346.75,15349.5,15354.25,15357.5,15346.75,15349.5
1629864000,15349.75,15351.5,15347,15347.5,15349.5,15351.5,15347,15347.5
1629867600,15347.75,15366,15346.5,15361,15347.5,15366,15346.5,15361
1629871200,15361,15371,15360,15365,15361,15371,15360,15365
1629874800,15364.75,15379.5,15363.25,15374.25,15365,15379.5,15363.25,15374.25
1629878400,15374,15389.5,15363.5,15380.25,15374.25,15389.5,15363.5,15380.25
1629882000,15380.25,15380.75,15366.25,15371,15380.25,15380.75,15366.25,15371
1629885600,15370.5,15375,15356.5,15359,15371,15375,15356.5,15359
1629889200,15359,15359.25,15333.5,15351.25,15359,15359.25,15333.5,15351.25
1629892800,15351,15369,15340.75,15366,15351.25,15369,15340.75,15366
1629896400,15365.75,15397,15360.75,15377,15366,15397,15360.75,15377
1629900000,15377.25,15385.75,15333,15345.25,15377,15385.75,15333,15345.25
1629903600,15345,15366.75,15343.25,15353.5,15345.25,15366.75,15343.25,15353.5
1629907200,15353.75,15371.25,15338.5,15369.75,15353.5,15371.25,15338.5,15369.75
1629910800,15369.5,15370.25,15346,15351.75,15369.75,15370.25,15346,15351.75
1629914400,15351.75,15369,15347,15363,15351.75,15369,15347,15363
1629918000,15363,15383.5,15355.5,15362.5,15363,15383.5,15355.5,15362.5
1629921600,15362.25,15367.5,15359.5,15367.25,15362.5,15367.5,15359.5,15367.25
1629928800,15367.25,15368.25,15360,15366,15367.25,15368.25,15360,15366
1629932400,15366,15366.75,15360.25,15361.75,15366,15366.75,15360.25,15361.75
1629936000,15361.75,15362.25,15340.25,15348.25,15361.75,15362.25,15340.25,15348.25
1629939600,15348,15348.5,15334,15341.25,15348.25,15348.5,15334,15341.25
1629943200,15341.75,15343.5,15318,15329,15341.25,15343.5,15318,15329
1629946800,15329.25,15329.75,15322.25,15326.5,15329,15329.75,15322.25,15326.5
1629950400,15326.25,15332,15322.25,15327.5,15326.5,15332,15322.25,15327.5
1629954000,15327.25,15340.25,15325.25,15338.25,15327.5,15340.25,15325.25,15338.25
1629957600,15338.5,15341.5,15312.5,15313.75,15338.25,15341.5,15312.5,15313.75
1629961200,15313.5,15340.25,15295.5,15336.75,15313.75,15340.25,15295.5,15336.75
1629964800,15337,15347,15330,15330.5,15336.75,15347,15330,15330.5
1629968400,15330.75,15332.5,15317.25,15328.5,15330.5,15332.5,15317.25,15328.5
1629972000,15328.5,15342.75,15326,15337,15328.5,15342.75,15326,15337
1629975600,15337.5,15355,15334.25,15340.75,15337,15355,15334.25,15340.75
1629979200,15341,15348,15316.25,15327.25,15340.75,15348,15316.25,15327.25
1629982800,15327.5,15362.25,15323,15335,15327.25,15362.25,15323,15335
1629986400,15334.75,15365,15268.25,15296.5,15335,15365,15268.25,15296.5
1629990000,15296.5,15330.75,15255.25,15319.75,15296.5,15330.75,15255.25,15319.75
1629993600,15319.5,15351.25,15318.5,15333,15319.75,15351.25,15318.5,15333
1629997200,15333.25,15337,15307.75,15326.75,15333,15337,15307.75,15326.75
1630000800,15327,15329,15292.25,15294,15326.75,15329,15292.25,15294
1630004400,15294,15300.5,15265.75,15273.75,15294,15300.5,15265.75,15273.75
1630008000,15274.25,15288,15263.25,15287.25,15273.75,15288,15263.25,15287.25
1630015200,15286,15291.75,15280.5,15287.25,15287.25,15291.75,15280.5,15287.25
1630018800,15287.25,15287.5,15273.25,15278.25,15287.25,15287.5,15273.25,15278.25
1630022400,15277.75,15280.5,15265.5,15279.25,15278.25,15280.5,15265.5,15279.25
1630026000,15278.75,15299.5,15277.25,15292.25,15279.25,15299.5,15277.25,15292.25
1630029600,15293,15328.5,15292.75,15320.25,15292.25,15328.5,15292.75,15320.25
1630033200,15320.5,15325.25,15318,15321.75,15320.25,15325.25,15318,15321.75
1630036800,15322.25,15333,15322,15327.25,15321.75,15333,15322,15327.25
1630040400,15327.75,15329.5,15315,15318,15327.25,15329.5,15315,15318
1630044000,15317.75,15336.75,15314.25,15325.5,15318,15336.75,15314.25,15325.5
1630047600,15325,15334.75,15315.25,15327.5,15325.5,15334.75,15315.25,15327.5
1630051200,15327.5,15330,15311.5,15322.75,15327.5,15330,15311.5,15322.75
1630054800,15323,15329.5,15317.25,15326.75,15322.75,15329.5,15317.25,15326.75
1630058400,15326.5,15331.75,15322,15326.25,15326.75,15331.75,15322,15326.25
1630062000,15326.25,15329.25,15308.5,15313.25,15326.25,15329.25,15308.5,15313.25
1630065600,15313.5,15333.5,15310.25,15327.75,15313.25,15333.5,15310.25,15327.75
1630069200,15328,15332.5,15284.25,15307,15327.75,15332.5,15284.25,15307
1630072800,15307.25,15428.75,15280,15399.5,15307,15428.75,15280,15399.5
1630076400,15399.5,15417.75,15381.25,15414.5,15399.5,15417.75,15381.25,15414.5
1630080000,15414.5,15422,15403.5,15417,15414.5,15422,15403.5,15417
1630083600,15417,15438.25,15415.75,15434,15417,15438.25,15415.75,15434
1630087200,15434.25,15436.5,15419.25,15433.5,15434,15436.5,15419.25,15433.5
1630090800,15433.5,15443.75,15421.75,15424.5,15433.5,15443.75,15421.75,15424.5
1630094400,15424.75,15433,15415.5,15428.25,15424.5,15433,15415.5,15428.25
1630274400,15432.75,15442.25,15425.5,15438.75,15428.25,15442.25,15425.5,15438.75
1630278000,15438.75,15455.5,15435.75,15452.25,15438.75,15455.5,15435.75,15452.25
1630281600,15452.5,15455.75,15427,15428.75,15452.25,15455.75,15427,15428.75
1630285200,15428.75,15435.75,15420,15429.25,15428.75,15435.75,15420,15429.25
1630288800,15429.25,15437.5,15426.5,15433.25,15429.25,15437.5,15426.5,15433.25
1630292400,15433.5,15442,15431.25,15440.25,15433.25,15442,15431.25,15440.25
1630296000,15440.25,15441,15432.25,15434.75,15440.25,15441,15432.25,15434.75
1630299600,15434.5,15444.5,15432,15438,15434.75,15444.5,15432,15438
1630303200,15438.5,15440.25,15432.25,15436.75,15438,15440.25,15432.25,15436.75
1630306800,15437,15446.25,15431,15442.75,15436.75,15446.25,15431,15442.75
1630310400,15442.25,15451,15441.75,15449.25,15442.75,15451,15441.75,15449.25
1630314000,15449.5,15452,15443.75,15447.25,15449.25,15452,15443.75,15447.25
1630317600,15447.25,15455,15445.25,15447.5,15447.25,15455,15445.25,15447.5
1630321200,15447.25,15447.75,15439.5,15444.5,15447.5,15447.75,15439.5,15444.5
1630324800,15444.25,15451.75,15437,15449.25,15444.5,15451.75,15437,15449.25
1630328400,15449.5,15530,15445,15529.25,15449.25,15530,15445,15529.25
1630332000,15529.25,15587.5,15519.5,15584.25,15529.25,15587.5,15519.5,15584.25
1630335600,15583.75,15597.5,15559.75,15592,15584.25,15597.5,15559.75,15592
1630339200,15592,15594.75,15566.5,15586.25,15592,15594.75,15566.5,15586.25
1630342800,15586.25,15613,15581.25,15612.5,15586.25,15613,15581.25,15612.5
1630346400,15612.75,15617.75,15603.75,15617.25,15612.5,15617.75,15603.75,15617.25
1630350000,15617,15617.25,15593.5,15599.25,15617.25,15617.25,15593.5,15599.25
1630353600,15599,15611.25,15595,15606.5,15599.25,15611.25,15595,15606.5
1630360800,15605.5,15612,15601.25,15605.5,15606.5,15612,15601.25,15605.5
1630364400,15605.75,15607.25,15596.25,15598.75,15605.5,15607.25,15596.25,15598.75
1630368000,15598.75,15602.75,15590,15592.5,15598.75,15602.75,15590,15592.5
1630371600,15592.75,15598.25,15592.25,15594.5,15592.5,15598.25,15592.25,15594.5
1630375200,15594.25,15599.5,15589.5,15595.25,15594.5,15599.5,15589.5,15595.25
1630378800,15595.5,15612.5,15594.75,15609.5,15595.25,15612.5,15594.75,15609.5
1630382400,15609.75,15646,15607,15643,15609.5,15646,15607,15643
1630386000,15643,15666.25,15639.75,15655.5,15643,15666.25,15639.75,15655.5
1630389600,15655.75,15677.25,15651.5,15668.75,15655.5,15677.25,15651.5,15668.75
1630393200,15669.25,15670.5,15653,15654,15668.75,15670.5,15653,15654
1630396800,15653.75,15665,15645.5,15652.5,15654,15665,15645.5,15652.5
1630400400,15652.5,15654,15626.25,15632.5,15652.5,15654,15626.25,15632.5
1630404000,15632.25,15636.5,15571.5,15582,15632.5,15636.5,15571.5,15582
1630407600,15582,15615.25,15576.5,15596.75,15582,15615.25,15576.5,15596.75
1630411200,15596.75,15602,15563,15585.5,15596.75,15602,15563,15585.5
1630414800,15585.25,15614.75,15523.25,15525.25,15585.5,15614.75,15523.25,15525.25
1630418400,15525,15568.5,15517.75,15558.75,15525.25,15568.5,15517.75,15558.75
1630422000,15558.75,15586.25,15537,15581,15558.75,15586.25,15537,15581
1630425600,15581,15597.75,15565.25,15596.75,15581,15597.75,15565.25,15596.75
1630429200,15596.5,15598.25,15563.5,15586.25,15596.75,15598.25,15563.5,15586.25
1630432800,15586.25,15602,15577.25,15599,15586.25,15602,15577.25,15599
1630436400,15599.25,15603.75,15566.75,15584.5,15599,15603.75,15566.75,15584.5
1630440000,15584,15604,15581.25,15599.5,15584.5,15604,15581.25,15599.5
1630447200,15599.5,15602.75,15590.75,15593,15599.5,15602.75,15590.75,15593
1630450800,15593,15598.25,15587.5,15597,15593,15598.25,15587.5,15597
1630454400,15596.75,15601,15580,15582.5,15597,15601,15580,15582.5
1630458000,15582.5,15600.75,15578.5,15599.25,15582.5,15600.75,15578.5,15599.25
1630461600,15599.5,15610.75,15599,15608.75,15599.25,15610.75,15599,15608.75
1630465200,15608.75,15618.75,15608,15612,15608.75,15618.75,15608,15612
1630468800,15611.5,15615,15610.25,15614.5,15612,15615,15610.25,15614.5
1630472400,15614.5,15632.5,15614.25,15624.25,15614.5,15632.5,15614.25,15624.25
1630476000,15624.5,15644.5,15623,15642.25,15624.25,15644.5,15623,15642.25
1630479600,15642.25,15648.5,15624,15624.75,15642.25,15648.5,15624,15624.75
1630483200,15625,15629,15604.75,15608,15624.75,15629,15604.75,15608
1630486800,15608.5,15611.75,15586,15608.25,15608,15611.75,15586,15608.25
1630490400,15608.25,15621.75,15606.75,15619.5,15608.25,15621.75,15606.75,15619.5
1630494000,15620,15628.5,15608.5,15626.5,15619.5,15628.5,15608.5,15626.5
1630497600,15627.25,15647.25,15623.5,15634.25,15626.5,15647.25,15623.5,15634.25
1630501200,15634,15699,15620.5,15670,15634.25,15699,15620.5,15670
1630504800,15670.75,15689,15660.25,15676.5,15670,15689,15660.25,15676.5
1630508400,15676.5,15687.5,15660.25,15675.75,15676.5,15687.5,15660.25,15675.75
1630512000,15675.5,15687.25,15671,15678.5,15675.75,15687.25,15671,15678.5
1630515600,15678.75,15687.5,15672.75,15680.5,15678.5,15687.5,15672.75,15680.5
1630519200,15680.5,15681.25,15629,15643.5,15680.5,15681.25,15629,15643.5
1630522800,15643.5,15654.5,15603,15611.5,15643.5,15654.5,15603,15611.5
1630526400,15612,15625,15604.25,15610,15611.5,15625,15604.25,15610
1630533600,15610,15620.75,15607.75,15614.5,15610,15620.75,15607.75,15614.5
1630537200,15614.5,15619.75,15611.75,15619,15614.5,15619.75,15611.75,15619
1630540800,15618.75,15631.5,15600.5,15611.5,15619,15631.5,15600.5,15611.5
1630544400,15611.5,15625,15607,15616.5,15611.5,15625,15607,15616.5
1630548000,15615.75,15620.25,15607.5,15608.75,15616.5,15620.25,15607.5,15608.75
1630551600,15609,15615.75,15605.25,15612.75,15608.75,15615.75,15605.25,15612.75
1630555200,15612,15614,15608.25,15610.75,15612.75,15614,15608.25,15610.75
1630558800,15610.75,15618.5,15604.25,15617.5,15610.75,15618.5,15604.25,15617.5
1630562400,15617,15631,15615.5,15629,15617.5,15631,15615.5,15629
1630566000,15628.75,15635,15619.5,15634.75,15629,15635,15619.5,15634.75
1630569600,15634.5,15649,15634,15645.25,15634.75,15649,15634,15645.25
1630573200,15645.5,15652,15635.5,15638.5,15645.25,15652,15635.5,15638.5
1630576800,15638.5,15645.75,15637,15639.75,15638.5,15645.75,15637,15639.75
1630580400,15639.5,15657.75,15639.5,15650,15639.75,15657.75,15639.5,15650
1630584000,15650,15663.25,15648.5,15657.25,15650,15663.25,15648.5,15657.25
1630587600,15657.5,15682,15643,15650,15657.25,15682,15643,15650
1630591200,15649.75,15661,15615.25,15643.25,15650,15661,15615.25,15643.25
1630594800,15643.25,15656.25,15619.25,15630.5,15643.25,15656.25,15619.25,15630.5
1630598400,15630.5,15633.75,15602.5,15620,15630.5,15633.75,15602.5,15620
1630602000,15619.75,15626,15570.75,15579,15620,15626,15570.75,15579
1630605600,15579.25,15601.5,15551.75,15598.5,15579,15601.5,15551.75,15598.5
1630609200,15598.5,15606,15577.75,15605,15598.5,15606,15577.75,15605
1630612800,15605,15606.5,15584.5,15600.75,15605,15606.5,15584.5,15600.75
1630620000,15601,15607.25,15595.5,15605.5,15600.75,15607.25,15595.5,15605.5
1630623600,15606,15606.5,15596.75,15597.25,15605.5,15606.5,15596.75,15597.25
1630627200,15597,15619,15596.75,15613.5,15597.25,15619,15596.75,15613.5
1630630800,15613.75,15617.5,15599.25,15606,15613.5,15617.5,15599.25,15606
1630634400,15606.25,15628.75,15604.5,15628.75,15606,15628.75,15604.5,15628.75
1630638000,15629,15631.5,15618.5,15620.75,15628.75,15631.5,15618.5,15620.75
1630641600,15620.75,15627,15619.25,15623.75,15620.75,15627,15619.25,15623.75
1630645200,15624,15626.75,15617.75,15621.5,15623.75,15626.75,15617.75,15621.5
1630648800,15621.75,15622.5,15610,15618.25,15621.5,15622.5,15610,15618.25
1630652400,15617.5,15626.25,15607,15623,15618.25,15626.25,15607,15623
1630656000,15623.5,15630,15610.5,15611,15623,15630,15610.5,15611
1630659600,15611.25,15618.5,15609.5,15615.75,15611,15618.5,15609.5,15615.75
1630663200,15616,15623,15613,15617,15615.75,15623,15613,15617
1630666800,15617,15630.25,15616,15621,15617,15630.25,15616,15621
1630670400,15620.75,15677.5,15567.75,15607.5,15621,15677.5,15567.75,15607.5
1630674000,15607.75,15643.75,15552.25,15640.5,15607.5,15643.75,15552.25,15640.5
1630677600,15640.5,15668,15603.75,15626.5,15640.5,15668,15603.75,15626.5
1630681200,15626,15655,15613.75,15632,15626.5,15655,15613.75,15632
1630684800,15632.25,15654.5,15628.5,15646.25,15632,15654.5,15628.5,15646.25
1630688400,15646,15668.5,15645.5,15656.5,15646.25,15668.5,15645.5,15656.5
1630692000,15656.5,15658.5,15644.25,15654,15656.5,15658.5,15644.25,15654
1630695600,15654.25,15669.75,15640,15652.5,15654,15669.75,15640,15652.5
1630699200,15652.25,15656,15645.25,15655,15652.5,15656,15645.25,15655
1630879200,15656,15663.75,15655,15659.75,15655,15663.75,15655,15659.75
1630882800,15659.5,15661,15649,15650.5,15659.75,15661,15649,15650.5
1630886400,15650.5,15655.5,15642.5,15648.75,15650.5,15655.5,15642.5,15648.75
1630890000,15648.5,15661.75,15643,15654.75,15648.75,15661.75,15643,15654.75
1630893600,15654.5,15660.25,15650.25,15657.5,15654.75,15660.25,15650.25,15657.5
1630897200,15657.5,15663.25,15656,15660,15657.5,15663.25,15656,15660
1630900800,15660.75,15664.5,15657.5,15663.5,15660,15664.5,15657.5,15663.5
1630904400,15663.5,15684.5,15658.25,15676.75,15663.5,15684.5,15658.25,15676.75
1630908000,15676.5,15694,15676.25,15686.5,15676.75,15694,15676.25,15686.5
1630911600,15686.5,15708.75,15684.5,15698.5,15686.5,15708.75,15684.5,15698.5
1630915200,15698.75,15699.75,15692.25,15697.25,15698.5,15699.75,15692.25,15697.25
1630918800,15697.5,15700,15690.75,15693,15697.25,15700,15690.75,15693
1630922400,15693.25,15698.75,15686.25,15688.25,15693,15698.75,15686.25,15688.25
1630926000,15688.25,15697,15687.75,15691.75,15688.25,15697,15687.75,15691.75
1630929600,15692,15695.25,15688.25,15690,15691.75,15695.25,15688.25,15690
1630933200,15690,15703,15686.75,15703,15690,15703,15686.75,15703
1630936800,15702.75,15707.75,15697.75,15704.25,15703,15707.75,15697.75,15704.25
1630940400,15704.5,15704.5,15696,15697.25,15704.25,15704.5,15696,15697.25
1630944000,15697.5,15704,15693.5,15701.25,15697.25,15704,15693.5,15701.25
1630965600,15702,15702.25,15692.5,15693,15701.25,15702.25,15692.5,15693
1630969200,15693,15697.25,15687.25,15689,15693,15697.25,15687.25,15689
1630972800,15688.75,15696.25,15685.5,15686.75,15689,15696.25,15685.5,15686.75
1630976400,15687,15688.5,15670,15675.25,15686.75,15688.5,15670,15675.25
1630980000,15675.25,15684.5,15673.75,15683.25,15675.25,15684.5,15673.75,15683.25
1630983600,15683.25,15683.5,15674.5,15677,15683.25,15683.5,15674.5,15677
1630987200,15677,15680.5,15673.25,15675.5,15677,15680.5,15673.25,15675.5
1630990800,15675.5,15688.25,15672.75,15685.75,15675.5,15688.25,15672.75,15685.75
1630994400,15686,15693.75,15683.75,15690,15685.75,15693.75,15683.75,15690
1630998000,15690,15692,15677.75,15683.25,15690,15692,15677.75,15683.25
1631001600,15683,15683,15648.5,15664.5,15683.25,15683,15648.5,15664.5
1631005200,15664.75,15668.75,15621.75,15640.5,15664.5,15668.75,15621.75,15640.5
1631008800,15640.25,15645.5,15625.75,15635,15640.5,15645.5,15625.75,15635
1631012400,15635.25,15653.75,15633.25,15651.25,15635,15653.75,15633.25,15651.25
1631016000,15651.5,15662,15642,15650,15651.25,15662,15642,15650
1631019600,15649.75,15668.75,15613.5,15642.75,15650,15668.75,15613.5,15642.75
1631023200,15642.75,15677.75,15606.75,15674.25,15642.75,15677.75,15606.75,15674.25
1631026800,15674,15677,15632.5,15668.25,15674.25,15677,15632.5,15668.25
